file,type,line,function,complexity,rank
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_4_response_planner.py,F,35,_detect_user_claim,9,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,132,ConversationalFillers._determine_filler_type,10,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,61,ConversationalFillers.add_fillers,8,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,105,ConversationalFillers._should_add_fillers,7,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,405,RealisticTypos._transpose_letters,7,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,436,RealisticTypos._common_misspelling,7,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,317,RealisticTypos.add_typos,6,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,372,RealisticTypos._drop_apostrophe,6,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,C,16,ConversationalFillers,5,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,C,250,RealisticTypos,5,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,352,RealisticTypos._should_add_typo,5,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,173,ConversationalFillers._add_casual_filler,3,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,F,218,get_filler_engine,2,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,F,475,get_typo_engine,2,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,101,ConversationalFillers._is_concession,2,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,163,ConversationalFillers._add_thinking_filler,2,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,194,ConversationalFillers._add_uncertainty_filler,2,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,204,ConversationalFillers._add_emphasis_filler,2,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,F,12,_rand,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,F,226,add_conversational_fillers,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,F,483,add_realistic_typos,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,57,ConversationalFillers.__init__,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,312,RealisticTypos.__init__,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_1_personality_humanization.py,M,467,RealisticTypos.add_protected_word,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,M,120,PersonalityState.update_from_conversation,11,C
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,M,206,PersonalityState.get_tone_modifier,8,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,C,21,PersonalityState,5,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,M,82,PersonalityState.load_from_db,5,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,M,46,PersonalityState.save_to_db,4,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,M,173,PersonalityState.set_mood_preset,3,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,C,14,MoodSample,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,M,24,PersonalityState.__init__,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,M,38,PersonalityState._record_sample,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,M,106,PersonalityState.get_history,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_1_think_personality/d4_2_personality_state.py,M,110,PersonalityState.to_dict,1,A
serin/d1_2_gateway_io/d2_4_io_di.py,F,12,get_logger,2,A
serin/d1_2_gateway_io/d2_4_io_di.py,F,7,init_gateway,1,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_3_command_handlers.py,F,10,handle_profile_command,8,B
serin/d1_2_gateway_io/d2_1_io_discord/d3_3_command_handlers.py,F,53,handle_stats_command,6,B
serin/d1_2_gateway_io/d2_1_io_discord/d3_3_command_handlers.py,F,119,handle_help_command,2,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_2_discord_bot.py,F,146,init_database_protection,6,B
serin/d1_2_gateway_io/d2_1_io_discord/d3_4_event_handlers.py,F,13,on_voice_state_update,8,B
serin/d1_2_gateway_io/d2_1_io_discord/d3_4_event_handlers.py,F,48,run_maintenance,8,B
serin/d1_2_gateway_io/d2_1_io_discord/d3_4_event_handlers.py,F,42,on_error,1,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,266,PipelineInitializer._backfill_recent_images,20,C
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,157,PipelineInitializer._init_voice_system,8,B
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,109,PipelineInitializer._log_server_info,6,B
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,C,50,PipelineInitializer,5,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,335,PipelineInitializer._init_voice_behavior,5,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,407,PipelineInitializer._init_control_panel,5,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,436,PipelineInitializer._update_bot_state,5,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,217,PipelineInitializer._init_background_processors,4,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,310,PipelineInitializer._build_pipeline,4,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,354,PipelineInitializer._wire_voice_action_callback,4,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,146,PipelineInitializer._init_database_and_memory,3,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,69,PipelineInitializer.initialize,2,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,131,PipelineInitializer._init_memory_system,2,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,255,PipelineInitializer._init_message_manager,2,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,402,PipelineInitializer._wire_pipeline_refs,2,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,53,PipelineInitializer.__init__,1,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_pipeline_initializer.py,M,95,PipelineInitializer._init_mention_translator,1,A
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/d4_1_main_entry.py,F,29,main,10,B
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/__init__.py,F,75,on_message,18,C
serin/d1_2_gateway_io/d2_1_io_discord/d3_1_pipeline_init/__init__.py,F,64,on_ready,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,234,VoiceListener.get_status,12,C
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,123,VoiceListener.join_channel,11,C
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,C,101,VoiceListener,6,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,200,VoiceListener.leave_channel,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,287,VoiceListener._channel_id,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,79,InfoCaptureProtocol.disconnect,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,C,27,InfoCaptureProtocol,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,47,InfoCaptureProtocol.connect,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,224,VoiceListener.is_in_voice,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,271,VoiceListener.get_stats,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,63,InfoCaptureProtocol.on_voice_server_update,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,89,InfoCaptureProtocol.get_info,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,220,VoiceListener.leave_all_channels,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,231,VoiceListener.is_connected,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,38,InfoCaptureProtocol.__init__,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,71,InfoCaptureProtocol.on_voice_state_update,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_3_system_listener.py,M,102,VoiceListener.__init__,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,226,TTSEngine._synthesize_coqui,10,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,93,TTSEngine.load_model,6,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,158,TTSEngine._synthesize_edge,6,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,311,TTSEngine.get_available_speakers,6,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,C,38,TTSEngine,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,39,TTSEngine.__init__,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,127,TTSEngine.synthesize,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,200,TTSEngine._mp3_to_wav,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,285,TTSEngine.set_voice_reference,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,301,TTSEngine.set_profile,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,319,TTSEngine.get_stats,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_5_tts_engine.py,M,296,TTSEngine.clear_voice_reference,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_4_system_output.py,M,113,VoiceOutputManager._process_queue,8,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_4_system_output.py,C,10,VoiceOutputManager,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_4_system_output.py,M,207,VoiceOutputManager._split_sentences,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_4_system_output.py,M,65,VoiceOutputManager.speak,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_4_system_output.py,M,92,VoiceOutputManager.stop_speaking,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_4_system_output.py,M,180,VoiceOutputManager._play_audio_rust,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_4_system_output.py,M,49,VoiceOutputManager.start,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_4_system_output.py,M,58,VoiceOutputManager.stop,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_4_system_output.py,M,21,VoiceOutputManager.__init__,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_2_bridge_commands.py,F,20,send_tts_audio,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_2_bridge_commands.py,F,45,interrupt,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_2_bridge_commands.py,F,80,start_with_info,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_2_bridge_commands.py,F,60,_write_stdin,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_2_bridge_commands.py,F,159,is_running,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_2_bridge_commands.py,F,164,get_stats,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_3_bridge_recovery.py,F,65,_supervise_rust_process,14,C
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_3_bridge_recovery.py,F,22,_handle_process_death,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_3_bridge_recovery.py,F,163,_start_stderr_reader,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_3_bridge_recovery.py,F,146,set_reconnect_callback,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_3_bridge_recovery.py,F,202,set_username,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_1_io_bridge.py,M,73,RustStdoutReader.read_loop,15,C
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_1_io_bridge.py,C,52,RustStdoutReader,8,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_1_io_bridge.py,M,134,RustStdoutReader.get,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_1_io_bridge.py,M,69,RustStdoutReader.__init__,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_2_process_watch_io.py,M,98,RustVoiceBridgeIOMixin._read_loop,10,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_2_process_watch_io.py,M,46,RustVoiceBridgeIOMixin._extract_voice_info,8,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_2_process_watch_io.py,C,23,RustVoiceBridgeIOMixin,7,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_2_process_watch_io.py,M,27,RustVoiceBridgeIOMixin._start_stderr_reader,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,292,RustVoiceBridge._resolve_username_from_vc,12,C
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,212,RustVoiceBridge.stop,9,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,116,RustVoiceBridge.start,7,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,C,32,RustVoiceBridge,6,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,248,RustVoiceBridge._handle_audio,6,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,329,RustVoiceBridge._handle_leave,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,345,RustVoiceBridge.get_stats,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,364,RustVoiceBridge._handle_tts_done,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,52,RustVoiceBridge.__init__,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,240,RustVoiceBridge._supervise_rust_process,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,282,RustVoiceBridge._handle_join,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_2_bridge_io/d4_4_process_watch/d5_1_process_watch.py,M,339,RustVoiceBridge._handle_process_death,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_3_audio_utils.py,F,140,process_audio_chunk,14,C
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_3_audio_utils.py,F,67,_transcribe_with_gemma,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_3_audio_utils.py,F,15,_pcm_to_wav_base64,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_3_audio_utils.py,F,123,start,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_3_audio_utils.py,F,133,stop,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_2_audio_transcribe.py,F,11,_transcribe_and_store,23,D
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_2_audio_transcribe.py,F,185,get_buffer_size,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_2_audio_transcribe.py,F,163,check_interrupt,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_2_audio_transcribe.py,F,179,get_active_speakers,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_2_audio_transcribe.py,F,192,get_stats,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_4_audio_vad.py,F,42,_queue_for_transcription,7,B
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_4_audio_vad.py,F,212,_flush_buffered_audio,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_4_audio_vad.py,F,259,_process_queue,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_4_audio_vad.py,F,133,_cancel_silence_timer,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_4_audio_vad.py,F,14,_detect_voice_activity,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_4_audio_vad.py,F,139,_schedule_silence_timer,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_4_audio_vad.py,F,181,_is_locked,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_4_audio_vad.py,F,200,_release_lock,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_4_audio_vad.py,F,239,_set_lock,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,52,AudioStreamProcessor.__init__,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,C,32,AudioStreamProcessor,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,F,16,_rand,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,F,19,_uniform,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,138,AudioStreamProcessor._detect_voice_activity,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,144,AudioStreamProcessor.process_audio_chunk,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,150,AudioStreamProcessor._queue_for_transcription,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,156,AudioStreamProcessor._cancel_silence_timer,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,162,AudioStreamProcessor._schedule_silence_timer,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,168,AudioStreamProcessor._is_locked,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,174,AudioStreamProcessor._release_lock,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,180,AudioStreamProcessor._flush_buffered_audio,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,186,AudioStreamProcessor._set_lock,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,193,AudioStreamProcessor._pcm_to_wav_base64,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,199,AudioStreamProcessor._transcribe_with_gemma,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,205,AudioStreamProcessor._process_queue,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,211,AudioStreamProcessor._transcribe_and_store,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,217,AudioStreamProcessor.check_interrupt,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,223,AudioStreamProcessor.get_active_speakers,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,229,AudioStreamProcessor.get_buffer_size,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,235,AudioStreamProcessor.get_stats,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,241,AudioStreamProcessor.start,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_1_audio_processor.py,M,247,AudioStreamProcessor.stop,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,171,VoiceBehaviorManager._evaluate_pending_joins,12,C
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,245,VoiceBehaviorManager._check_leave_conditions,11,C
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,C,14,VoiceBehaviorManager,5,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,155,VoiceBehaviorManager._behavior_check_loop,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,296,VoiceBehaviorManager.update_settings,4,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,102,VoiceBehaviorManager.on_user_joined_vc,3,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,34,VoiceBehaviorManager.__init__,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,86,VoiceBehaviorManager.start,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,94,VoiceBehaviorManager.stop,2,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,151,VoiceBehaviorManager.track_speech,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,287,VoiceBehaviorManager.get_settings,1,A
serin/d1_2_gateway_io/d2_2_voice_system/d3_1_system_audio/d4_1_audio_process/d5_2_voice_behavior.py,M,311,VoiceBehaviorManager.get_stats,1,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_4_transcribe_transcriber.py,M,95,WhisperTranscriber.transcribe,6,B
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_4_transcribe_transcriber.py,C,32,WhisperTranscriber,4,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_4_transcribe_transcriber.py,M,33,WhisperTranscriber.__init__,3,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_4_transcribe_transcriber.py,M,70,WhisperTranscriber.load_model,3,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_4_transcribe_transcriber.py,M,165,WhisperTranscriber._resample_audio,2,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_4_transcribe_transcriber.py,M,192,WhisperTranscriber.get_stats,1,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_2_transcribe_decider.py,M,110,VoiceActionDecider._parse_decision,6,B
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_2_transcribe_decider.py,M,27,VoiceActionDecider.decide,5,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_2_transcribe_decider.py,C,15,VoiceActionDecider,4,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_2_transcribe_decider.py,M,65,VoiceActionDecider._has_voice_intent,2,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_2_transcribe_decider.py,M,23,VoiceActionDecider.__init__,1,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_2_transcribe_decider.py,M,75,VoiceActionDecider._build_prompt,1,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_3_transcribe_pipeline.py,M,50,VoiceMemoryPipeline.process_voice_message,8,B
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_3_transcribe_pipeline.py,C,22,VoiceMemoryPipeline,3,A
serin/d1_2_gateway_io/d2_3_voice_transcribe/d3_3_transcribe_pipeline.py,M,169,VoiceMemoryPipeline.get_recent_context,2,A
